"Issue ID","Parent ID","Project Key","Issue Type","Summary","Status","Description","Labels","Labels","Labels","Labels"
"261","258","TOR","Sub-task","Decidir se a rota /carteira prometida pelo ADR-0005 é terminada ou enterrada","A fazer","meio construída há meses","decisao","fatia-3","inv:H10-03",""
"262","258","TOR","Sub-task","Escrever o plano de rollback para depois do primeiro Negócio do piloto","A fazer","reversível só enquanto ninguém criar negócio novo","decisao","fatia-3","inv:H10-04",""
"263","258","TOR","Sub-task","Fechar por escrito a fronteira com o dev do redesenho de funis","A fazer","os dois trabalhos tocam as mesmas 4 páginas","decisao","fatia-3","inv:H10-05",""
"264","258","TOR","Sub-task","Auditar os 6 fluxos n8n restantes da piloto","Fazendo","5 dos 8 já abertos e mapeados em 83a51dad","decisao","fatia-3","inv:H10-06",""
"265","258","TOR","Sub-task","D1 — ""mover a coluna inteira"": construir, e com qual trava?","A fazer","já custou 3 bans de número de WhatsApp","decisao","fatia-3","inv:H10-07",""
"266","258","TOR","Sub-task","D2 — o botão de Disparo continua no cabeçalho do funil?","A fazer","","decisao","fatia-3","inv:H10-08",""
"267","258","TOR","Sub-task","D3 — a soma por coluna volta ao Kanban?","A fazer","hoje só em Propostas e errada acima de 20 registros","decisao","fatia-3","inv:H10-09",""
"268","258","TOR","Sub-task","D4 — funil customizado passa a carregar por página?","A fazer","hoje esconde o que passa de mil, calado","decisao","fatia-3","inv:H10-10",""
"269","258","TOR","Sub-task","D5 — quais são os cinco números do Analytics novo","A fazer","""valor em aberto"" precisa de definição de negócio","decisao","fatia-3","inv:H10-11",""
"270","258","TOR","Sub-task","D6 — celular e desktop passam a ter a mesma lista?","A fazer","","decisao","fatia-3","inv:H10-12",""
"271","258","TOR","Sub-task","D7 — quando abre a janela de produção para o ""Parado há""","A fazer","construído e testado, esperando a janela","decisao","fatia-3","inv:H10-13",""
"272","258","TOR","Sub-task","D8 — nivelar capacidade entre funis (documento antes de código)","A fazer","receita fora de Propostas não aparece em relatório nenhum","decisao","fatia-3","inv:H10-14",""
"273","258","TOR","Sub-task","F2 — Lista completa nos quatro funis","A fazer","depende de D3","decisao","fatia-3","inv:H10-15",""
"274","258","TOR","Sub-task","F3 — Analytics do que está parado agora","A fazer","depende de D5","decisao","fatia-3","inv:H10-16",""
"275","258","TOR","Sub-task","F4 — paridade do funil customizado (alternador, Lista, Analytics)","A fazer","depende de D4","decisao","fatia-3","inv:H10-17",""
"276","258","TOR","Sub-task","F5 — convergir a lista de celular e a de desktop","A fazer","depende de D6","decisao","fatia-3","inv:H10-18",""
"277","258","TOR","Sub-task","Fatia 3 — desenhar e construir o ""Assumir"" no lead","A fazer","coluna já existe na migration; a interação não","decisao","fatia-3","inv:H10-19",""
"278","258","TOR","Sub-task","Fatia 3 — a entrega da fatia 1/2 no celular (abaixo de 768px)","A fazer","","decisao","fatia-3","inv:H10-20",""
"279","258","TOR","Sub-task","Fatia 3 — DROP COLUMN leads.pipe_whatsapp","A fazer","depois de limpar os 10 sítios de escrita","decisao","fatia-3","inv:H10-21",""
"280","258","TOR","Sub-task","Fatia 3 — decidir se ""venda ganha → cliente de carteira"" precisa existir","A fazer","hoje NÃO existe: handle_proposta_vendida tem zero gatilhos","decisao","fatia-3","inv:H10-22",""
"281","258","TOR","Sub-task","Fatia 3 — caminho contínuo de venda de ERP → Negócio (hoje só backfill)","A fazer","","decisao","fatia-3","inv:H10-23",""
"282","258","TOR","Sub-task","Fatia 3 — a funcionalidade da Carteira migrando para a aba de Leads","Fazendo","a identidade já migrou; a funcionalidade não","decisao","fatia-3","inv:H10-24",""
"283","258","TOR","Sub-task","Simplificar a regra de ""Cliente"" para uma prova só","A fazer","220 leads por negócio ganho e 739 por ERP, só 52 em ambos","decisao","fatia-3","inv:H10-25",""
"284","258","TOR","Sub-task","Fila dos ~150 clientes atrasados na recompra","A fazer","o que a Carteira-como-recompra permite perguntar","decisao","fatia-3","inv:H10-26",""
